Time_Index,Arizona_Solar,BANC_Biogas,BANC_Biomass,BANC_CCGT1,BANC_CCGT2,BANC_Geothermal,BANC_Geothermal_New_Planned,BANC_Hydro,BANC_Li_Battery,BANC_Li_Battery_New_Planned,BANC_Peaker1,BANC_Peaker2,BANC_Reciprocating_Engine,BANC_Solar,BANC_Solar_New_Planned,BANC_Wind,BANC_Wind_New_Planned,Baja_California_Wind,CAISO_Adiabatic_CAES_24hr,CAISO_Advanced_CCGT,CAISO_Advanced_CCGT_CCS_95,CAISO_Advanced_Nuclear_SMR,CAISO_Aero_CT,CAISO_Allam_Cycle_100,CAISO_Biogas,CAISO_Biomass,CAISO_CCGT1,CAISO_CCGT1_Retrofit_CCS_90,CAISO_CCGT2,CAISO_CCGT_Remote,CAISO_CHP,CAISO_Coal,CAISO_Enhanced_Geothermal_Systems,CAISO_Flow_Battery_8hr_Dispatch,CAISO_Generic_Energy_Storage_100hr,CAISO_Generic_Energy_Storage_24hr,CAISO_Geothermal,CAISO_Hydro,CAISO_Li_Battery_4hr_Baseline,CAISO_Li_Battery_4hr_Dispatch,CAISO_Li_Battery_8hr_Baseline,CAISO_Li_Battery_8hr_Dispatch,CAISO_New_Pumped_Storage_12hr,CAISO_New_Reciprocating_Engine,CAISO_Nuclear,CAISO_Peaker1,CAISO_Peaker2,CAISO_Pumped_Hydro,CAISO_Reciprocating_Engine,CAISO_ST,CAISO_Shed_DR_Existing,CAISO_Solar,CAISO_Wind,Cape_Mendocino_Offshore_Wind,Central_Nevada_Geothermal,Central_Valley_North_Los_Banos_Wind,Customer_PV,Del_Norte_Offshore_Wind,Distributed_Solar,Greater_Imperial_Geothermal,Greater_Imperial_Solar,Greater_Imperial_Wind,Greater_Kramer_Solar,Greater_LA_Solar,Humboldt_Bay_Offshore_Wind,IID_Biogas,IID_Biomass,IID_CCGT1,IID_Geothermal,IID_Geothermal_New_Planned,IID_Li_Battery,IID_Li_Battery_New_Planned,IID_Peaker1,IID_Peaker2,IID_ST,IID_Solar,IID_Solar_New_Planned,Idaho_Wind,InState_Biomass,Inyokern_North_Kramer_Geothermal,LDWP_Biogas,LDWP_CCGT1,LDWP_CCGT2,LDWP_CHP,LDWP_Coal,LDWP_Geothermal,LDWP_Geothermal_New_Planned,LDWP_Hydro,LDWP_Li_Battery,LDWP_Li_Battery_New_Planned,LDWP_Nuclear,LDWP_Peaker1,LDWP_Peaker1_New_Planned,LDWP_Pumped_Hydro,LDWP_ST,LDWP_Solar,LDWP_Solar_New_Planned,LDWP_Wind,LDWP_Wind_New_Planned,Morro_Bay_Offshore_Wind,NW_Biogas,NW_Biomass,NW_CCGT1,NW_CCGT2,NW_Coal,NW_Geothermal,NW_Hydro,NW_Hydro_for_CAISO,NW_Li_Battery,NW_Li_Battery_New_Planned,NW_Nuclear,NW_Nuclear_New_Planned,NW_Peaker1,NW_Peaker1_New_Planned,NW_Peaker2,NW_Pumped_Hydro,NW_Reciprocating_Engine,NW_Solar,NW_Solar_New_Planned,NW_Wind,NW_Wind_New_Planned,New_Mexico_Wind,Northern_California_Geothermal,Northern_California_Solar,Northern_California_Wind,Northern_Nevada_Geothermal,Pacific_Northwest_Geothermal,Riverside_Solar,SW_Biogas,SW_Biomass,SW_CCGT1,SW_CCGT2,SW_Coal,SW_Geothermal,SW_Hydro,SW_Li_Battery,SW_Li_Battery_New_Planned,SW_Nuclear,SW_Peaker1,SW_Peaker1_New_Planned,SW_Peaker2,SW_Pumped_Hydro,SW_Reciprocating_Engine,SW_ST,SW_Solar,SW_Solar_New_Planned,SW_Wind,SW_Wind_New_Planned,Shed_ag_Pumping,Shed_com_HVAC fans,Shed_com_IT equipment,Shed_com_Lighting,Shed_com_Office Equipment,Shed_com_Refrigeration,Shed_com_Space cooling,Shed_com_Space heating,Shed_com_Water heating,Shed_ind_Ind. cooling,Shed_ind_Ind. heat,Shed_ind_Process,Shed_ind_Pumping,Shed_res_Appliances,Shed_res_Electronics,Shed_res_Lighting,Shed_res_Pool pumps,Shed_res_Refrigeration,Shed_res_Spa heater,Shed_res_Space cooling,Shed_res_Space heating,Shed_res_Water heating,Solano_Wind,Southern_NV_Eldorado_Solar,Southern_NV_Eldorado_Wind,Southern_PGAE_Solar,Tehachapi_Solar,Tehachapi_Wind,Utah_Geothermal,Utah_Wind,Wyoming_Wind
671,0.0,0.93,0.93,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7050402419,0.7050402419,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.952461926,0.924053604,1.0,1.0,1.0,1.0,0.949035455,1.0,1.0,1.0,1.0,1.0,0.9914199,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3018859934,0.9662146256,1.0,0.1602785676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.93,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7094478565,0.924053604,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2301217578,0.2301217578,0.3480357426,0.93,0.93,0.57,0.57,0.57,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.89,0.89,0.89,1.0,0.89,0.0,0.0,0.1192953436,0.1192953436,0.9530502887,1.0,0.0,0.5591436054,1.0,1.0,0.0,0.93,0.93,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0600126242,0.0600126242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4112385776,0.0,0.0120550398,0.0,0.0,0.1179572032,1.0,0.2795541559,0.1996842935
672,0.0,0.93,0.93,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6660789608,0.6660789608,0.5640922476,1.0,1.0,1.0,1.0,1.0,1.0,0.952461926,0.924053604,1.0,1.0,1.0,1.0,0.949035455,1.0,1.0,1.0,1.0,1.0,0.9914199,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2891982529,0.9859332915,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5640922476,0.0,0.0,0.0,0.93,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5047994363,0.924053604,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3360345101,0.93,0.93,0.57,0.57,0.57,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.89,0.89,0.89,1.0,0.89,0.0,0.0,0.1163323015,0.1163323015,0.7034418797,1.0,0.0,0.5972670331,1.0,1.0,0.0,0.93,0.93,1.0,1.0,0.95,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0708723843,0.0708723843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.387048073,0.0,0.0361651194,0.0,0.0,0.1048508473,1.0,0.0,0.309510655
673,0.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.0,0.0,0.1886583601,0.1886583601,0.0,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.0,0.3418088843,0.0098593329,0.82,0.1717270367,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5184426644,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.3242730022,0.3242730022,0.04800493,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.0,0.0,0.2033083772,0.2033083772,0.0,0.82,0.0,0.4447733225,0.82,0.82,0.0,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.0,0.0,0.1563613241,0.1563613241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3507623162,0.0,0.3013759947,0.0,0.0,0.1572762709,0.82,0.2396178479,0.4592738752
674,0.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.0,0.0,0.1411595212,0.1411595212,0.2101520138,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.0,0.2924183473,0.0,0.82,0.1373816293,0.0,0.0,0.0,0.82,0.0,0.2101520138,0.0,0.0,0.0,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.4775129803,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.2852632966,0.2852632966,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.0,0.0,0.2098452213,0.2098452213,0.0,0.82,0.0,0.4066498949,0.82,0.82,0.0,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.0,0.0,0.1979569135,0.1979569135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2781908025,0.0,0.2893209549,0.0,0.0,0.1310635591,0.82,0.2263057453,0.4792423045
675,0.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.0,0.0,0.1043352983,0.1043352983,0.254394543,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.0,0.2630564555,0.0,0.82,0.1259331602,0.0,0.0,0.0,0.82,0.0,0.254394543,0.0,0.0,0.0,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3820103843,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.2761090602,0.2761090602,0.0360036975,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.0,0.0,0.2049517151,0.2049517151,0.0226916735,0.82,0.0,0.3939420856,0.82,0.82,0.0,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.0,0.0,0.2218606171,0.2218606171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2056192888,0.0,0.2652108753,0.0,0.0,0.1179572032,0.82,0.2396178479,0.5091949485
676,0.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.0,0.0,0.0859231868,0.0859231868,0.2765158077,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.0,0.2557349219,0.0,0.82,0.103036222,0.0,0.0,0.0,0.82,0.0,0.2765158077,0.0,0.0,0.0,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2728645602,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.2817744982,0.2817744982,0.024002465,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.0,0.0,0.1984257571,0.1984257571,0.0453833471,0.82,0.0,0.3685264672,0.82,0.82,0.0,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.0,0.0,0.2270415002,0.2270415002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.169333532,0.0,0.2169907162,0.0,0.0,0.1310635591,0.82,0.2529299506,0.5491318072
677,0.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.0,0.0,0.0789857538,0.0789857538,0.28757644,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.0,0.2698767063,0.0197186658,0.82,0.0915877529,0.0,0.0,0.0,0.82,0.0,0.28757644,0.0,0.0,0.0,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1500755081,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0,0.0,0.2928892541,0.2928892541,0.0120012325,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.0,0.0,0.2056602385,0.2056602385,0.0794208574,0.82,0.0,0.3431108488,0.82,0.82,0.0,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.0,0.0,0.224324376,0.224324376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1451430274,0.0,0.168770557,0.0,0.0,0.144169915,0.82,0.0,0.0
678,0.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.0,0.0,0.0712482584,0.0712482584,0.0,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.0325913833,0.2729177467,0.0492966646,0.82,0.0801392838,0.0051511201,0.0,0.0122046266,0.82,0.0887722163,0.0,0.0618841803,0.0127844404,0.0,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.0512698637,0.0512698637,0.0818593681,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0143553469,0.0143553469,0.309669448,0.309669448,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.0015963903,0.0015963903,0.2244466208,0.2244466208,0.1134583677,0.82,0.0,0.4193577041,0.82,0.82,0.0887722163,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.0216159641,0.0216159641,0.2060995494,0.2060995494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1088572705,0.1262525513,0.1084953581,0.0,0.024639033,0.1572762709,0.82,0.2662420532,0.3794001577
679,0.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.0203692397,0.0203692397,0.091797428,0.091797428,0.2433339107,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.3556373331,0.230613412,0.0690153304,0.82,0.0572423456,0.1213374949,0.0,0.1342508927,0.82,0.5072698076,0.2433339107,0.4826966062,0.434670973,0.0298943117,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.3155486461,0.3155486461,0.040929684,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.1634439084,0.1634439084,0.2479979901,0.2479979901,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.0503241043,0.0503241043,0.1854253542,0.1854253542,0.1021125309,0.82,0.1891586847,0.3176952304,0.82,0.82,0.5072698076,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.0959126749,0.0959126749,0.1256254947,0.1256254947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0967620183,0.5681364808,0.0602751989,0.3710860604,0.4435025947,0.144169915,0.82,0.1996815399,0.2595895816
680,0.1572284468,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.2006307301,0.2006307301,0.1427703207,0.1427703207,0.0995456908,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.6334033207,0.1520737227,0.0887339962,0.82,0.0,0.3033437372,0.0,0.3173202918,0.82,0.6974959855,0.0995456908,0.6312186389,0.8309886248,0.0697533939,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.5014859154,0.5014859154,0.013643228,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.3965807757,0.3965807757,0.3046523707,0.3046523707,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.2417232375,0.2417232375,0.0746583646,0.0746583646,0.2269167354,0.82,0.4792020013,0.1652015198,0.82,0.82,0.6974959855,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.262530734,0.262530734,0.1664784618,0.1664784618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0604762614,0.8585173488,0.0361651194,0.5630271262,0.8254076067,0.1179572032,0.82,0.3328025665,0.2296369376
681,0.6158114165,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.6495258073,0.6495258073,0.1571821198,0.1571821198,0.0221212646,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.822921105,0.2177101937,0.118311995,0.82,0.0,0.4796265128,0.0,0.5858220772,0.82,0.9384491441,0.0221212646,0.9520643121,0.9460485882,0.089682935,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.7801529518,0.7801529518,0.027286456,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.7086044748,0.7086044748,0.3940026581,0.3940026581,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.5920810042,0.5920810042,0.0507363675,0.0507363675,0.3290292663,0.82,0.5674760542,0.0,0.82,0.82,0.9384491441,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.6658532067,0.6658532067,0.2640852514,0.2640852514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0362857568,0.9216436244,0.0964403183,0.9085210445,0.9476551168,0.2490207623,0.82,0.3860509772,0.2196527229
682,0.8909611983,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.8823412987,0.8823412987,0.1945432759,0.1945432759,0.0,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.8971761773,0.2219022802,0.1380306608,0.82,0.0,0.5837936074,0.0104905293,0.6956637167,0.82,0.9755188608,0.0,0.0,0.9834184909,0.1096124761,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.9193869418,0.9193869418,0.040929684,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.8939911772,0.8939911772,0.4147038909,0.4147038909,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.8228545585,0.8228545585,0.0388333174,0.0388333174,0.4538334708,0.82,0.0,0.3049874211,0.82,0.82,0.9755188608,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.9023445289,0.9023445289,0.3454329794,0.3454329794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9711734715,0.1928806366,0.9597053287,0.0,0.2752334741,0.82,0.4259872852,0.2496053669
683,0.9826777922,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.9709114029,0.9709114029,0.2228299409,0.2228299409,0.0110606323,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.9204354324,0.243932136,0.1577493266,0.82,0.0114484691,0.7085651824,0.031471588,0.8543238627,0.82,0.9638126345,0.0110606323,0.9035090322,0.0,0.1195772467,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.9349109872,0.9349109872,0.027286456,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.9366584206,0.9366584206,0.476591469,0.476591469,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.8744919879,0.8744919879,0.0305124292,0.0305124292,0.5786376753,0.82,0.6179183701,0.4574811317,0.82,0.82,0.9638126345,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.9630461957,0.9630461957,0.4421660956,0.4421660956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0604762614,0.8080163283,0.3254860743,0.9725013998,0.0,0.301446186,0.82,0.5191720038,0.2895422256
684,1.0,0.89,0.89,0.64,0.64,0.82,0.82,0.0,1.0,1.0,1.0,1.0,0.97,0.9959157251,0.9959157251,0.2457792979,0.2457792979,0.0331818969,1.0,1.0,1.0,0.75,0.97,1.0,0.936582738,0.883585595,1.0,1.0,1.0,1.0,0.955969583,1.0,0.82,1.0,1.0,1.0,0.990387677,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.75,0.97,0.97,1.0,0.97,1.0,1.0,0.9478559118,0.2783913735,0.1676086595,0.82,0.0343454073,0.7617934231,0.0419621173,0.9031423691,0.82,0.9511308893,0.0331818969,0.9520643121,0.0,0.1395067878,0.89,0.89,1.0,0.82,0.82,1.0,1.0,1.0,1.0,1.0,0.9476740054,0.9476740054,0.013643228,0.883585595,0.82,0.89,1.0,1.0,1.0,1.0,0.82,0.82,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.967524055,0.967524055,0.5458888843,0.5458888843,0.0,0.89,0.89,0.6,0.6,0.6,0.82,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.8958637053,0.8958637053,0.030784279,0.030784279,0.7034418797,0.82,0.6053077912,0.5591436054,0.82,0.82,0.9511308893,0.89,0.89,0.9,0.9,0.95,0.82,0.0,1.0,1.0,1.0,0.95,0.95,0.95,1.0,0.95,1.0,0.9883878723,0.9883878723,0.527637562,0.527637562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.084666766,0.8585173488,0.4219263926,0.9843131577,0.0,0.3276588978,0.82,0.6123567225,0.3494475137
