Resource,Oberon,NEXT01RA2026,CAM_CAM_RA_i,CAM_CPE_RA_ii,CAM_CPE_RA_i,CAISO_Advanced_CCGT_candidate,HDP01RA2027,SUN01RA2031,CAISO_Shed_DR_Tranche1,Aramis,SENA01RA2027,CALP01RA2027,TPS01RA2024,CAM_DR_RA,EBMUD01RA2024,HDP01RA2030,MRL01RA2030,CAISO_Aero_CT_candidate,CHEV01RA2025,CAM_CAM_RA_ii,OhmConnect,SDGE01RA2024,CHEV01RA2024,HDP01RA2028,CAM_CAM_RA_iii,Generic_RA_Only,GEN01RA2026,CAISO_Reciprocating_Engine_candidate
t106,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t107,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t108,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t109,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t110,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t111,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t112,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t113,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t114,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t115,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t116,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t117,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t118,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t119,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t120,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t121,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t122,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t123,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t124,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t125,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t126,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t127,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t128,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t129,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t130,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t131,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t132,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t133,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t134,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t135,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t136,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t137,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t138,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t139,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t140,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t141,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t142,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t143,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t144,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t145,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t146,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t147,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t148,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t149,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t150,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t151,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t152,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t153,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t154,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t155,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t156,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t157,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t158,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t159,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t160,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t161,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t162,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t163,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t164,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t165,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t166,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t167,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t168,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t169,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t170,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t171,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t172,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t173,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t174,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t175,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t176,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t177,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t178,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t179,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t180,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t181,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t182,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t183,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t184,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t185,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t186,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t187,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t188,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t189,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t190,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t191,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t192,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t193,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t194,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t195,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t196,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t197,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t198,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t199,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t200,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t201,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t202,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t203,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t204,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t205,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t206,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t207,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t208,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t209,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t210,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t211,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t212,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t213,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t214,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t215,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t216,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t217,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t218,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t219,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
