Resource,Oberon,NEXT01RA2026,CAM_CAM_RA_i,CAM_CPE_RA_ii,CAM_CPE_RA_i,CAISO_Advanced_CCGT_candidate,HDP01RA2027,SUN01RA2031,CAISO_Shed_DR_Tranche1,Aramis,SENA01RA2027,CALP01RA2027,TPS01RA2024,CAM_DR_RA,EBMUD01RA2024,HDP01RA2030,MRL01RA2030,CAISO_Aero_CT_candidate,CHEV01RA2025,CAM_CAM_RA_ii,OhmConnect,SDGE01RA2024,CHEV01RA2024,HDP01RA2028,CAM_CAM_RA_iii,Generic_RA_Only,GEN01RA2026,CAISO_Reciprocating_Engine_candidate
t933,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t934,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t935,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t936,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t937,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t938,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t939,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t940,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t941,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t942,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t943,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t944,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t945,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t946,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t947,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t948,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t949,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t950,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t951,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t952,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t953,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t954,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t955,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t956,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t957,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t958,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t959,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t960,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t961,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t962,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t963,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t964,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t965,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t966,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t967,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t968,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t969,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t970,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t971,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t972,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t973,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t974,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t975,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t976,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t977,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t978,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t979,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t980,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t981,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t982,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t983,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t984,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t985,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t986,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t987,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t988,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t989,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t990,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t991,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t992,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t993,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t994,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t995,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t996,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t997,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t998,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t999,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1000,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1001,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1002,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1003,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1004,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1005,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1006,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1007,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1008,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1009,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1010,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1011,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1012,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1013,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1014,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1015,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1016,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1017,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1018,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1019,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1020,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1021,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1022,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1023,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1024,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1025,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1026,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1027,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1028,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1029,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1030,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1031,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1032,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1033,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1034,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1035,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1036,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1037,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1038,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1039,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1040,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1041,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1042,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1043,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1044,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
t1045,125.0,32.0,44.4,0.0,151.85,0.222210735746536,100.0,0.5,0.0,10.0,25.0,100.0,100.0,17.9305,2.4,100.0,100.0,0.0,75.0,2.8,10.0,0.0,50.0,100.0,24.7,0.0,54.0,0.0
