BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge
t463,228.8291876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,6.2,-0.0
t464,362.2766508164961,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-874.0,64.95,-0.0
t465,488.0895140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.0,92.1,-0.0
t466,512.3713772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674.0,68.0,-0.0
t467,497.01204045451567,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-625.0,105.89999999999999,-0.0
t468,490.79624045451567,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-604.0,136.89999999999998,-0.0
t469,495.38377724184255,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-549.0,139.79999999999998,-0.0
t470,506.86271402916935,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-537.0,108.0,-0.0
t471,479.8142508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-583.0,69.39999999999999,-0.0
t472,469.97238760382294,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-637.0,50.0,-0.0
t473,403.89052439114977,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-755.0,31.700000000000014,-0.0
t474,257.2944611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-906.0,9.6,-0.0
t475,246.0929979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-990.0,149.6,-0.0
t476,267.0325347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-992.0,0.3075969072906126,-0.0
t477,284.14493475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-966.0,0.0,-0.0
t478,331.0515347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-927.0,0.0,-0.0
t479,319.85419796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-864.0,0.0,-0.0
t480,311.52406117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.0,0.0,-0.0
t481,285.91352439114974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0
t482,291.90638760382296,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,0.0,-0.0
t483,252.91165081649615,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-717.0,0.0,-0.0
t484,229.18051402916936,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711.0,0.0,-0.0
t485,239.73225081649616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-740.0,0.0,-0.0
t486,265.53298760382296,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-814.0,0.0,-0.0
t487,303.46085081649613,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888.0,6.949999999999999,-0.0
t488,506.68731402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-842.0,42.750000000000014,-0.0
t489,561.2859772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,97.99999999999999,-0.0
t490,550.2902404545157,0.0,-1.1902404545157168,0.0,0.0,0.0,0.0,0.0,0.0,-651.0,101.89999999999999,-0.0
t491,574.5014404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-555.0,87.49855954548434,-0.0
t492,582.0680404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-503.0,27.931959545484208,-0.0
t493,501.96804045451574,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-474.0,79.03195954548428,-0.0
t494,499.9391772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-481.0,88.06082275815751,-0.0
t495,472.7819140291694,0.0,-74.3391713101902,0.0,0.0,0.0,0.0,0.0,0.0,-542.0,108.52647058823528,-0.0
t496,433.3678508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-615.0,109.89999999999999,-0.0
t497,408.79778760382294,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,86.95,-0.0
t498,358.3303243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-898.0,23.349999999999998,-0.0
t499,343.5488611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-987.0,145.455,-0.0
t500,350.0981979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-987.0,0.0,-0.0
t501,350.9963347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,0.0,-0.0
t502,341.9525347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-920.0,0.0,-0.0
t503,314.0815979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-859.0,0.0,-0.0
t504,297.7710611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,0.0,-0.0
t505,240.89718760382294,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,0.0,-0.0
t506,216.66265081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-782.0,0.0,-0.0
t507,224.17091402916932,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-752.0,0.0,-0.0
t508,196.50777724184252,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-742.0,0.0,-0.0
t509,199.31484045451572,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,0.0,-0.0
t510,212.90184045451576,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-769.0,0.0,-0.0
t511,261.1347772418425,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-759.0,0.0,-0.0
t512,291.71604045451573,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674.0,0.0,-0.0
t513,433.8396404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0,38.4,-0.0
t514,576.2432404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-451.0,93.19999999999999,-0.0
t515,573.9078404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.0,118.79999999999998,-0.0
t516,575.8020404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.0,42.0529411764706,-0.0
t517,589.3866404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-339.0,0.0,-0.0
t518,645.1920404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.0,101.64705882352942,-0.0
t519,637.6222404545157,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-437.0,143.2,-0.0
t520,629.9066404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-552.0,143.2,-0.0
t521,597.8198404545158,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-718.0,143.2,-0.0
t522,559.8247772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-891.0,146.6,-0.0
t523,444.1837140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-998.0,138.14999999999998,-0.0
t524,296.7346508164961,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1032.0,150.0,-0.0
t525,279.88338760382294,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1011.0,0.8999999999999999,-0.0
t526,309.4998508164961,74.89999999999998,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-950.0,0.0,-0.0
t527,311.79191402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,0.0,-0.0
t528,283.45857724184253,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,0.0,-0.0
t529,257.0900404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-812.0,0.0,-0.0
t530,265.4659772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.0,0.0,-0.0
t531,268.1203140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,0.0,-0.0
t532,273.7686508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-756.0,0.0,-0.0
t533,259.4137876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-808.0,0.0,-0.0
t534,282.3771243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-898.0,0.0,-0.0
t535,308.59998760382297,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,78.95,-0.0
t536,333.62385081649614,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-921.0,0.0,-0.0
t537,387.7689140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-828.0,53.099999999999994,-0.0
t538,540.0293772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-756.0,137.2,-0.0
t539,542.3840404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-681.0,143.2,-0.0
t540,533.1154404545157,0.0,-16.31544045451565,0.0,0.0,0.0,0.0,0.0,0.0,-660.0,143.2,-0.0
t541,527.0344404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-623.0,0.0,-0.0
t542,534.9764404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-637.0,96.80000000000005,-0.0
t543,520.3370404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-659.0,0.0,-0.0
t544,552.1717772418425,0.0,-59.213971310190246,0.0,0.0,0.0,0.0,0.0,0.0,-744.0,143.2,-0.0
t545,537.2583140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-873.0,143.2,-0.0
t546,489.0244508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1012.0,143.2,-0.0
t547,432.411987603823,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1105.0,144.7,-0.0
t548,315.5513243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1127.0,150.0,-0.0
t549,287.6214611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1106.0,90.95,-0.0
t550,311.7619979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1035.0,0.0,-0.0
t551,310.6397347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-986.0,0.0,-0.0
t552,289.39993475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-922.0,0.0,-0.0
t553,308.36713475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-849.0,0.0,-0.0
t554,303.40193475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-799.0,0.0,-0.0
t555,297.8209347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-775.0,0.0,-0.0
t556,294.73599796580334,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-780.0,0.0,-0.0
t557,277.1692611784765,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-829.0,0.0,-0.0
t558,271.05252439114975,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-915.0,0.0,-0.0
t559,341.0485876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-962.0,0.0,-0.0
t560,394.5124508164962,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-881.0,0.0,-0.0
t561,480.8317140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-765.0,51.7,-0.0
t562,566.6681772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-664.0,143.64999999999998,-0.0
t563,563.3440404545157,0.0,-58.27183452286346,0.0,0.0,0.0,0.0,0.0,0.0,-531.0,146.6,-0.0
t564,599.8388404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-513.0,20.161159545484225,-0.0
t565,606.3160404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-504.0,4.683959545484328,-0.0
t566,600.2098404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-526.0,32.79015954548426,-0.0
t567,543.6352786364527,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-579.0,142.36472136354718,-0.0
t568,571.6575772418425,0.0,-17.257577241842483,0.0,0.0,0.0,0.0,0.0,0.0,-701.0,146.6,-0.0
t569,548.1749140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-827.0,146.6,-0.0
t570,499.72445081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.0,146.6,-0.0
t571,424.4785876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1108.0,133.6,-0.0
t572,313.50112439114974,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1128.0,150.0,-0.0
t573,277.6952611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1113.0,63.45,-0.0
t574,302.7573979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1047.0,0.0,-0.0
t575,340.5555347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-0.0
t576,315.29933475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-934.0,0.0,-0.0
t577,289.8601347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,0.0,-0.0
t578,257.50633475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810.0,0.0,-0.0
t579,238.84173475313008,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-784.0,0.0,-0.0
t580,227.6931979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0
t581,219.15206117847652,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-837.0,0.0,-0.0
t582,205.5445243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-924.0,0.0,-0.0
t583,235.12978760382293,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-954.0,0.0,-0.0
t584,239.37045081649615,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-848.0,0.0,-0.0
t585,354.97211402916935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726.0,37.900000000000006,-0.0
t586,513.2677772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-614.0,100.7322227581575,-0.0
t587,566.2226404545156,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-533.0,142.29999999999998,-0.0
t588,550.7374404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-483.0,65.93121263455913,-0.0
t589,578.9650404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-473.0,1.03495954548427,-0.0
t590,569.9168404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-496.0,33.083159545484236,-0.0
t591,534.1137772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-560.0,132.88622275815737,-0.0
t592,507.0115140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-656.0,146.6,-0.0
t593,566.9548508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-811.0,146.6,-0.0
t594,561.1457876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-992.0,145.6,-0.0
t595,508.06752439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1103.0,98.69999999999999,-0.0
t596,365.06006117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1123.0,51.750000000000014,-0.0
t597,315.00639796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1106.0,149.6,-0.0
t598,329.2795347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1041.0,0.0,-0.0
t599,307.0323347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-994.0,0.0,-0.0
t600,302.82453475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-931.0,0.0,-0.0
t601,306.9555347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,0.0,-0.0
t602,327.0805347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810.0,0.0,-0.0
t603,319.91033475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-785.0,0.0,-0.0
t604,286.6733347531301,0.0,-18.882352941176485,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0
t605,285.0255347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-839.0,0.0,-0.0
t606,287.9777979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-922.0,0.0,-0.0
t607,269.97766117847647,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-949.0,0.0,-0.0
t608,256.4827243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.0,0.9,-0.0
t609,325.3323876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0,20.19045448368498,-0.0
t610,494.92425081649617,0.0,-10.124250816496172,0.0,0.0,0.0,0.0,0.0,0.0,-628.0,143.2,-0.0
t611,559.3151140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-543.0,90.68488597083066,-0.0
t612,544.2829772418424,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-527.0,89.7170227581577,-0.0
t613,562.2886404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-529.0,73.71135954548423,-0.0
t614,551.7941772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-566.0,121.20582275815748,-0.0
t615,526.6201140291694,0.0,-65.40516094820974,0.0,0.0,0.0,0.0,0.0,0.0,-645.0,143.2,-0.0
t616,500.8578508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-739.0,143.2,-0.0
t617,520.6327876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-881.0,143.2,-0.0
t618,528.4777243911496,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1019.0,121.89999999999999,-0.0
t619,509.7916611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1084.0,111.39999999999999,-0.0
t620,354.6121979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1110.0,95.3,-0.0
t621,288.80713475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1114.0,150.0,-0.0
t622,314.92253475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1040.0,0.0,-0.0
t623,314.7571347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-996.0,0.0,-0.0
t624,308.2019347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-936.0,0.0,-0.0
t625,282.36233475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,0.0,-0.0
t626,273.12593475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810.0,0.0,-0.0
t627,268.93993475313016,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-785.0,0.0,-0.0
t628,269.70853475313015,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0
t629,272.24893475313013,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-836.0,0.0,-0.0
t630,255.12054714930719,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-916.0,0.0,-0.0
t631,268.30281036198045,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-938.0,0.0,-0.0
t632,289.1392735746536,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-844.0,0.0,-0.0
t633,422.8421367873268,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-744.0,0.0,-0.0
t634,545.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-652.0,106.39999999999999,-0.0
t635,555.8458632126732,0.0,-90.44586321267329,0.0,0.0,0.0,0.0,0.0,0.0,-608.0,142.6,-0.0
t636,562.2133264253464,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-625.0,143.2,-0.0
t637,571.9527896380196,0.0,-83.15278963801964,0.0,0.0,0.0,0.0,0.0,0.0,-632.0,143.2,-0.0
t638,554.3505772418425,0.0,-8.930758914012998,0.0,0.0,0.0,0.0,0.0,0.0,-693.0,143.2,-0.0
t639,591.3679140291694,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-742.0,61.000000000000085,-0.0
t640,590.8120508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-827.0,143.2,-0.0
t641,618.684187603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-967.0,143.2,-0.0
t642,588.8233243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1084.0,133.4,-0.0
t643,512.2470611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1132.0,67.39999999999999,-0.0
t644,377.55779796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1128.0,53.800000000000004,-0.0
t645,308.81913475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1112.0,149.6,-0.0
t646,306.89793475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1046.0,0.0,-0.0
t647,310.09213475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1003.0,0.0,-0.0
t648,287.49213475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-930.0,0.0,-0.0
t649,264.8921347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-866.0,0.0,-0.0
t650,284.49213475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-812.0,0.0,-0.0
t651,278.8921347531301,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-783.0,0.0,-0.0
t652,269.5815979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-776.0,0.0,-0.0
t653,236.8892611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-793.0,0.0,-0.0
t654,228.6163243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-820.0,0.0,-0.0
t655,265.0999876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-795.0,0.0,-0.0
t656,300.10685081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-720.0,0.5499999999999999,-0.0
t657,411.2777140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-668.0,17.1,-0.0
t658,536.7789772418424,0.0,-18.50250665360718,0.0,0.0,0.0,0.0,0.0,0.0,-571.0,52.72352941176469,-0.0
t659,547.7036404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-530.0,89.29635954548428,-0.0
t660,532.7954404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-416.0,0.0,-0.0
t661,527.5276404545157,0.0,-57.02690511109873,0.0,0.0,0.0,0.0,0.0,0.0,-596.0,102.50000000000003,-0.0
t662,494.8510404545158,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-642.0,68.4,-0.0
t663,473.60904045451576,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-664.0,50.0,-0.0
t664,516.7621772418426,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-724.0,43.05658163098631,-0.0
t665,542.7735140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-839.0,63.3,-0.0
t666,517.3536508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-919.0,45.499999999999986,-0.0
t667,440.72798760382295,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1002.0,75.35000000000001,-0.0
t668,363.60432439114976,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1028.0,150.0,-0.0
t669,288.4190611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1010.0,29.0,-0.0
t670,291.6815979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,0.0,-0.0
t671,276.5710611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-905.0,0.0,-0.0
t672,250.13592439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-884.0,0.0,-0.0
t673,323.1071979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1044.0,0.0,-0.0
t674,323.1966611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-985.0,0.0,-0.0
t675,302.2299243911497,0.0,-72.58355595748124,0.0,0.0,0.0,0.0,0.0,0.0,-954.0,0.0,-0.0
t676,281.71938760382295,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-957.0,0.0,-0.0
t677,292.8431243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1014.0,0.0,-0.0
t678,306.1509243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1102.0,0.0,-0.0
t679,313.7659876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1131.0,0.0,-0.0
t680,369.20105081649615,45.64602256385904,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1087.0,1.0,-0.0
t681,463.54371402916934,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1034.0,42.7,-0.0
t682,530.5409772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-983.0,85.19999999999999,-0.0
t683,554.3568404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-947.0,72.2,-0.0
t684,529.2206404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1034.0,108.45294117647057,-0.0
t685,556.5754404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1062.0,52.0,-0.0
t686,592.0356404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1122.0,106.0,-0.0
t687,625.0143772418426,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1167.0,87.0,-0.0
t688,644.5411140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1187.0,95.52352941176473,-0.0
t689,638.3078508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1254.0,132.1,-0.0
t690,588.6797876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1301.0,124.2,-0.0
t691,521.3749243911498,38.22831388482609,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1343.0,122.3,-0.0
t692,410.99046117847655,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1373.0,118.85,-0.0
t693,325.01839796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1362.0,150.0,-0.0
t694,324.6491347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1271.0,0.0,-0.0
